SITE_ID,Visual Check,SITE_TYPE,FACILITY_SITE_NUMBER,SITE_NAME,REGION_NAME,STATE,COUNTY,CITY,SRP_LATITUDE,SRP_LONGITUDE,SRP_ELEVATION,SRPELEVATIONMETHOD,BOUNDARYARTCCID,BOUNDARYARTCCCOMPUTERID,BOUNDARYARTCCNAME,TIEINFSSID,TIEINFSSNAME,ATCT,MAGNETICVARIATION,MAGNETICVARIATIONYEAR,TRAFFICPATTERNALTITUDE,MILITARYJOINTUSE,BEACONSCHEDULE,UNICOMFREQUENCIES,CTAFFREQUENCY,SEGMENTEDCIRCLE,BEACONCOLOR,WINDINDICATOR,ICAOIDENTIFIER,ARFF_CERT_CLASS_CODE,CERT_139_TYPE,AIR_CARRIER_SCHEDULED_SERVICE,ARFF_CERT_MONTH,LANDING_FACILITY_SITE_NUMBER,RUNWAY_STATE_POST_OFFICE_CODE,RUNWAY_ID,PHYSICAL_RUNWAY_LENGTH,PHYSICAL_RUNWAY_WIDTH,RUNWAY_SURFACE_TYPE_CONDITION,Runway Surface,RUNWAY_SURFACE_TREATMENT,PCN,RUNWAY_LIGHTS_EDGE_INTENSITY,BASE_END_IDENTIFIER,RUNWAY_END_TRUE_ALIGNMENT,ILS_TYPE,RIGHT_HAND_TRAFFIC_PATTERN,RUNWAY_MARKINGS_TYPE,RUNWAY_MARKINGS_CONDITION,LATITUDE_RUNWAY_END,LONGITUDE_RUNWAY_END,ELEVATION_RUNWAY_END,THRESHOLD_CROSSING_HEIGHT,VISUAL_GLIDE_PATH_ANGLE,LATITUDE_DISPLACED_THRESHOLD,LONGITUDE_DISPLACED_THRESHLD,ELEVATION_DISPLACED_THRESHOLD,DISPLACED_THRESHOLD,ELEVATION_AT_TOUCHDOWN_ZONE,VISUAL_GLIDE_SLOPE_INDICATORS,RUNWAY_VISUAL_RANGE_EQUIPMENT,RUNWAY_VISIBLE_VALUE_EQUIPMENT,APPROACH_LIGHT_SYSTEM,REIL_AVAILABILITY,RUNWAY_CENTERLINE_LIGHTS_AVAIL,RUNWAY_END_TOUCHDOWN_LIGHTS_AV,CONTROLLING_OBJECT_DESCRIPTION,CONTROLLING_OBJECT_MARKED,OBJECTS_AFFECTING_NAVIGABLE_AS,CONTROLLING_OBJECT_CLEARANCE_S,HEIGHT_ABOVE_RUNWAY,DISTANCE_FROM_RUNWAY_END,CENTERLINE_OFFSET,RECIPROCAL_END_IDENTIFIER,REC_RUNWAY_END_TRUE_ALIGNMENT,REC_ILS_TYPE,RH_TRAFFIC_PATTERN_LANDING_AIR,REC_RUNWAY_MARKINGS_TYPE,REC_RUNWAY_MARKINGS_CONDITION,REC_LATITUDE_PHY_RUNWAY_END,REC_LONGITDE_PHY_RUNWAY_END,REC_ELEVATION_PHY_RUNWAY_END,REC_THRESHOLD_CROSSING_HEIGHT,REC_VISUAL_GLIDE_PATH_ANGLE,REC_LATITUDE_DISP_THRESHOLD,REC_LONGITUDE_DISP_THRESHOLD,REC_ELEVATION_DISP_THRESHOLD,REC_DISPLACED_THRESHOLD,REC_ELEVATION_TOUCHDOWN_ZONE,APPROACH_SLOPE_INDICATOR_EQUIP,REC_RUNWAY_VISUAL_RANGE_EQUIP,REC_RUNWAY_VISIBILITY_VALUE_EQ,REC_APPROACH_LIGHT_SYSTEM,REC_REIL_AVAILABILITY,REC_RUNWAY_CENTERLINE_LIGHTS_A,REC_RUNWAY_END_TOUCHDOWN_LIGHT,END_CONTROLLING_OBJECT_DESCRIP,END_CONTROLLING_OBJECT_MARKED,END_OBJECTS_AFFECTING_NAV_AIR,END_CONTROL_OBJECT_CLEAR_SLOPE,END_CONTROL_OBJECT_HEIGHT_AR,END_CO_DIST_FROM_RUNWAY_END,END_CO_CENTERLINE_OFFSET,RUNWAY_LENGTH_SOURCE,RUNWAY_LENGTH_SOURCE_DATE,RUNWAY_CAPACITY_SINGLE_WHEEL,RUNWAY_CAPACITY_DOUBLE_WHEEL,RUNWAY_CAPACITY_2_DUAL_TANDEM,RUNWAY_CAPACITY_2_DD_TANDEM,BASE_RUNWAY_END_GRADIENT,BASE_RUNWAY_END_GRADIENT_DIR,BASE_RUNWAY_END_POSITION_SRC,BASE_RUNWAY_END_POSITION_SDT,BASE_RUNWAY_END_ELEV_SRC,BASE_RUNWAY_END_ELEV_SDT,BASE_DISP_THESHOLD_POS_SRC,BASE_DISP_THESHOLD_POS_SDT,BASE_DISP_THESHOLD_ELEV_SRC,BASE_DISP_THESHOLD_ELEV_SDT,BASE_TD_ZONE_ELEV_SRC,BASE_TD_ZONE_ELEV_SDT,BASE_TORA,BASE_TODA,BASE_ASDA,BASE_LDA,BASE_LAHSO,BASE_INTERSECTING_RUNWAY_ID,BASE_DESC_NOT_AN_INTER_RUNWAY,BASE_LATITUDE_LAHSO,BASE_LONGITUDE_LAHSO,BASE_LAHSO_SOURCE,BASE_LAHSO_SOURCE_DATE,RECP_RUNWAY_END_GRADIENT,RECP_RUNWAY_END_GRADIENT_DIR,RECP_RUNWAY_END_POSITION_SRC,RECP_RUNWAY_END_POSITION_SDT,RECP_RUNWAY_END_ELEV_SRC,RECP_RUNWAY_END_ELEV_SDT,RECP_DISP_THESHOLD_POS_SRC,RECP_DISP_THESHOLD_POS_SDT,RECP_DISP_THESHOLD_ELEV_SRC,RECP_DISP_THESHOLD_ELEV_SDT,RECP_TD_ZONE_ELEV_SRC,RECP_TD_ZONE_ELEV_SDT,RECP_TORA,RECP_TODA,RECP_ASDA,RECP_LDA,RECP_LAHSO,RECP_INTERSECTING_RUNWAY_ID,RECP_DESC_NOT_AN_INTER_RUNWAY,RECP_LATITUDE_LAHSO,RECP_LONGITUDE_LAHSO,RECP_LAHSO_SOURCE,RECP_LAHSO_SOURCE_DATE,Surface
5AZ4,1,HELIPORT,00812.08*H,UNIVERSITY MEDICAL CENTER HOSPITAL,Western-Pacific,AZ,PIMA,TUCSON,32.24186111,-110.9464444,2559,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,12E,1995,,,,,,N,,Y,,,,,,00812.08*H,AZ,H2,40,40,MATS,MATS,,,,H2,,,,,,32.24177778,-110.9466389,2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,7/29/2011 0:00,,,,,,,FAA-EST,10/21/2018 0:00,OWNER,7/29/2011 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATS
5AZ4,1,HELIPORT,00812.08*H,UNIVERSITY MEDICAL CENTER HOSPITAL,Western-Pacific,AZ,PIMA,TUCSON,32.24186111,-110.9464444,2559,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,12E,1995,,,,,,N,,Y,,,,,,00812.08*H,AZ,H1,40,40,MATS,MATS,,,PERI,H1,,,,,,32.24191667,-110.9462222,2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,7/29/2011 0:00,,,,,,,FAA-EST IMAGERY,11/6/2015 0:00,OWNER,7/29/2011 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATS
5AZ5,,HELIPORT,00812.07*H,SAGUARO,Western-Pacific,AZ,PIMA,TUCSON,32.17888889,-110.7397222,3102,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,12E,1995,,,,,,N,,Y,,,,,,00812.07*H,AZ,H1,90,90,ASPH-CONC,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
65AZ,1,HELIPORT,00813.2*H,ST MARYS HELISTOP,Western-Pacific,AZ,PIMA,TUCSON,32.22825,-110.9993611,2345,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,12E,1985,,,,,,N,,Y,,,,,,00813.2*H,AZ,H1,40,40,ASPH-CONC,ASPH,,,LOW,H1,,,,,,32.22830556,-110.9993056,2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST,10/21/2018 0:00,OWNER,11/6/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
65AZ,1,HELIPORT,00813.2*H,ST MARYS HELISTOP,Western-Pacific,AZ,PIMA,TUCSON,32.22825,-110.9993611,2345,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,12E,1985,,,,,,N,,Y,,,,,,00813.2*H,AZ,H2,60,60,CONC,CONC,,,,H2,,,,,,32.22816667,-110.9994444,2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST,10/21/2018 0:00,OWNER,11/6/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
70AZ,,HELIPORT,00812.09*H,RGNL PUBLIC SAFETY TRAINING ACADEMY,Western-Pacific,AZ,PIMA,TUCSON,32.0675,-110.8519444,2580,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,12E,2000,,,,,,N,,Y,,,,,,00812.09*H,AZ,H1,20,20,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
70AZ,,HELIPORT,00812.09*H,RGNL PUBLIC SAFETY TRAINING ACADEMY,Western-Pacific,AZ,PIMA,TUCSON,32.0675,-110.8519444,2580,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,12E,2000,,,,,,N,,Y,,,,,,00812.09*H,AZ,H2,20,20,CONC,CONC,,,,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
AZ37,1,HELIPORT,00812.05*H,TUCSON MEDICAL CENTER,Western-Pacific,AZ,PIMA,TUCSON,32.25161111,-110.8793056,2485,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,12E,1985,,,SEE RMK,,,N,CGY,Y,,,,,,00812.05*H,AZ,H1,100,100,ASPH,ASPH,,,,H1,,,,,,32.25161111,-110.8793056,2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,11/6/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
AZ84,,HELIPORT,00812.06*H,PIMA COUNTY SHERIFFS,Western-Pacific,AZ,PIMA,TUCSON,32.172,-110.9470278,2500,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,12E,1990,,,,,,N,,Y-L,,,,,,00812.06*H,AZ,H1,60,60,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
AZ18,0,HELIPORT,00818.61*H,MADISON AVIATION,Western-Pacific,AZ,COCONINO,TUSAYAN,35.97497222,-112.1312778,6600,E,ZLA,ZCL,LOS ANGELES,PRC,PRESCOTT,N,13E,1985,,,,,,N,,Y,,,,,,00818.61*H,AZ,H1,300,200,CONC,CONC,,,,H1,,,,,,35.97497222,-112.1312778,6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,8/26/2017 0:00,FAA,8/20/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
AZ93,1,HELIPORT,00825.3*H,TOYOTA ARIZONA PROVING GROUND,Western-Pacific,AZ,MARICOPA,WICKENBURG,33.74286111,-112.7685,1660,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,,2016,,,,,,N,,,,,,,,00825.3*H,AZ,H1,60,60,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
AZ16,1,HELIPORT,00829.11*H,NORTHERN COCHISE COMMUNITY HOSPITAL,Western-Pacific,AZ,COCHISE,WILLCOX,32.26452778,-109.8378889,4174,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,12E,1985,,,,,,N,,Y,,,,,,00829.11*H,AZ,H1,40,40,CONC,CONC,,,LOW,H1,,,,,,32.26452778,-109.8378889,4174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,2/20/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
AZ65,,HELIPORT,00838.3*H,PALO VERDE NUCLEAR GENERATING STATION,Western-Pacific,AZ,MARICOPA,WINTERSBURG,33.38919444,-112.8607222,940,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,13E,1985,,,,,,N,,N,,,,,,00838.3*H,AZ,H1,20,20,CONC,CONC,,,,H1,,,,,,33.38919444,-112.8607222,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,8/27/2017 0:00,FAA,8/20/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
AZ11,,HELIPORT,00840.16*H,PLEASANT VALLEY MEDICAL CENTER,Western-Pacific,AZ,GILA,YOUNG,34.10238889,-110.9603333,5190,E,ZAB,ZCA,ALBUQUERQUE,PRC,PRESCOTT,N,11E,2000,,,,,,,,Y,,,,,,00840.16*H,AZ,H1,30,30,CONC-G,CONC,,,,H1,,,,,,34.10238889,-110.9603333,5190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADO,6/25/2015 0:00,,,,,,,ADO,6/25/2015 0:00,ADO,6/25/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
05AZ,1,HELIPORT,00841.13*H,YUMA RGNL MEDICAL CENTER,Western-Pacific,AZ,YUMA,YUMA,32.68361111,-114.6350556,200,E,ZLA,ZCL,LOS ANGELES,PRC,PRESCOTT,N,13E,1985,,,,,,Y,,Y,,,,,,00841.13*H,AZ,H1,40,40,CONC,CONC,,,,H1,,,,,,32.68280556,-114.6343889,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,8/26/2017 0:00,FAA-EST IMAGERY,8/26/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
26CN,1,HELIPORT,01213.01*H,VINCENT SUBSTATION,Western-Pacific,CA,LOS ANGELES,ACTON,34.48675,-118.1158889,3244,E,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,14E,1985,,,,,,N,,Y,,,,,,01213.01*H,CA,H1,20,20,CONC,CONC,,,,H1,,,,,,34.48675,-118.1158889,3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STATE,3/4/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
CA12,1,HELIPORT,01216.15*H,IPP ADELANTO,Western-Pacific,CA,SAN BERNARDINO,ADELANTO,34.54844444,-117.4363056,2980,E,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,14E,1985,,,,,,N,,Y,,,,,,01216.15*H,CA,H1,70,70,CONC,CONC,,,,H1,,,,,,34.54844444,-117.4363056,2980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,9/4/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
CL59,,HELIPORT,01219.01*H,CAMP 11,Western-Pacific,CA,LOS ANGELES,AGUA DULCE,34.43811111,-118.28775,2220,E,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,14E,1980,,,,,,N,,,,,,,,01219.01*H,CA,H1,20,20,CONC,CONC,,,,H1,,,,,,34.43811111,-118.28775,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,4/30/1994 0:00,,,,,,,STATE,3/4/2016 0:00,OWNER,4/30/1994 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
9CA9,1,HELIPORT,01228.*H,SANTA FE INTL CORP,Western-Pacific,CA,LOS ANGELES,ALHAMBRA,34.08138889,-118.15,460,E,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,14E,1985,,,,,,N,,Y,,,,,,01228.*H,CA,H1,75,75,CONC,CONC,,,,H1,,,,,,34.08138889,-118.15,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,2/2/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
CA08,1,HELIPORT,01228.01*H,SCE ENERGY CONTROL CENTER,Western-Pacific,CA,LOS ANGELES,ALHAMBRA,34.0835,-118.1441389,475,E,ZLA,ZCL,LOS ANGELES,HHR,HAWTHORNE,N,14E,1990,,,SEE RMK,,,N,CGY,Y,,,,,,01228.01*H,CA,H1,35,35,ASPH,ASPH,,,,H1,,,,,,34.0835,-118.1441389,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,2/2/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
3CN4,1,HELIPORT,01241.17*H,KAISER PERMANENTE ANAHEIM MEDICAL CENTER,Western-Pacific,CA,ORANGE,ANAHEIM,33.85194444,-117.8453056,341,E,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,,,,,,,,,,Y-L,,,,,,01241.17*H,CA,H1,60,60,CONC-G,CONC,,,PERI,H1,,,,,,33.85194444,-117.8453056,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,3/17/2010 0:00,,,,,,,STATE,3/4/2016 0:00,OWNER,3/27/2012 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
CL45,,HELIPORT,01241.13*H,NORTH NET TRAINING AUTHORITY,Western-Pacific,CA,ORANGE,ANAHEIM,33.79502778,-117.881,145,E,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,14E,1990,,,,,,N,,,,,,,,01241.13*H,CA,H1,100,100,CONC,CONC,,,,H1,,,,,,33.79502778,-117.881,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,1/5/2016 0:00,,,,,,,STATE,3/4/2016 0:00,OWNER,1/5/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
CN43,1,HELIPORT,01241.21*H,ANAHEIM CANYON TOWER,Western-Pacific,CA,ORANGE,ANAHEIM,33.85991667,-117.8501944,342,S,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,14E,1985,,N,,123.075,,N,,Y,,,,,,01241.21*H,CA,H1,65,65,CONC,CONC,,,,H1,,,N,,,33.85991667,-117.8501944,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,3/17/1992 0:00,,,,,,,STATE,3/4/2016 0:00,OWNER,3/17/1992 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
16CL,,HELIPORT,01244.13*H,MOTHER LODE SERVICE CENTER,Western-Pacific,CA,CALAVERAS,ANGELS CAMP,38.08458333,-120.5379722,1560,E,ZOA,ZCO,OAKLAND,RIU,RANCHO MURIETA,N,16E,1985,,,,,,N,,Y,,,,,,01244.13*H,CA,H1,40,40,CONC,CONC,,,,H1,,,,,,38.08458333,-120.5379722,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,5/4/1994 0:00,,,,,,,STATE,3/4/2016 0:00,OWNER,5/4/1994 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
79CA,1,HELIPORT,01248.12*H,ST MARY DESERT VALLEY HOSPITAL,Western-Pacific,CA,SAN BERNARDINO,APPLE VALLEY,34.54322222,-117.2644722,2840,E,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,14E,1985,,,,,,N,,Y,,,,,,01248.12*H,CA,H1,65,65,CONC,CONC,,,,H1,,,,,,34.54322222,-117.2644722,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,9/4/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
CL91,1,HELIPORT,01272.51*H,AUBERRY HYDRO SERVICE CENTER,Western-Pacific,CA,FRESNO,AUBERRY,37.06555556,-119.4841389,2000,E,ZOA,ZCO,OAKLAND,RIU,RANCHO MURIETA,N,15E,1985,,,,,,N,,Y-L,,,,,,01272.51*H,CA,H1,60,60,CONC,CONC,,,PERI,H1,,,,,,37.06555556,-119.4841389,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,4/6/1992 0:00,,,,,,,STATE,3/4/2016 0:00,OWNER,4/6/1992 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
8CA2,1,HELIPORT,01273.1*H,AUBURN CAL FIRE,Western-Pacific,CA,PLACER,AUBURN,38.93408333,-121.05375,1635,E,ZOA,ZCO,OAKLAND,RIU,RANCHO MURIETA,N,16E,1985,,,,,,N,,Y,,,,,,01273.1*H,CA,H1,40,40,CONC,CONC,,,,H1,,,,,,38.93408333,-121.05375,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,4/16/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
28CN,1,HELIPORT,01289.4*H,SAN JOAQUIN COMMUNITY HOSPITAL,Western-Pacific,CA,KERN,BAKERSFIELD,35.38322222,-119.0208056,465,E,ZLA,ZCL,LOS ANGELES,RIU,RANCHO MURIETA,N,14E,1985,,,SEE RMK,123.05,,N,CGY,Y-L,,,,,,01289.4*H,CA,H1,40,40,PSP,PSP,,,,H1,,,,,,35.38322222,-119.0208056,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,3/16/1992 0:00,,,,,,,STATE,3/4/2016 0:00,OWNER,3/16/1992 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSP
CL60,1,HELIPORT,01289.42*H,MEMORIAL HOSPITAL,Western-Pacific,CA,KERN,BAKERSFIELD,35.39130556,-119.0063333,500,E,ZLA,ZCL,LOS ANGELES,RIU,RANCHO MURIETA,N,14E,1980,,,SS-SR,123.05,,N,CGY,Y-L,,,,,,01289.42*H,CA,H1,40,40,CONC,CONC,,,,H1,,,,,,35.39130556,-119.0063333,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,,,,,,,,STATE,3/4/2016 0:00,OWNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
CL61,1,HELIPORT,01289.41*H,KERN MEDICAL,Western-Pacific,CA,KERN,BAKERSFIELD,35.38241667,-118.9696111,505,E,ZLA,ZCL,LOS ANGELES,RIU,RANCHO MURIETA,N,14E,1980,,,,,,N,,,,,,,,01289.41*H,CA,H1,70,70,ROOF-TOP,ROOF,,,,H1,,,,,,35.38241667,-118.9696111,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,4/7/2011 0:00,,,,,,,STATE,3/26/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROOFTOP
7CA5,,HELIPORT,01293.*H,BALCH CAMP,Western-Pacific,CA,FRESNO,BALCH CAMP,36.90658333,-119.1284722,1603,E,ZOA,ZCO,OAKLAND,RIU,RANCHO MURIETA,N,15E,1985,,,,,,N,,Y,,,,,,01293.*H,CA,H1,96,81,ASPH,ASPH,,,,H1,,,,,,36.90658333,-119.1284722,1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,4/6/1992 0:00,,,,,,,STATE,3/4/2016 0:00,OWNER,4/6/1992 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
60CN,1,HELIPORT,01297.1*H,SAN GORGONIO MEMORIAL HOSPITAL,Western-Pacific,CA,RIVERSIDE,BANNING,33.93075,-116.9428611,2596,E,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,,,,,,,,,,Y,,,,,,01297.1*H,CA,H1,50,50,CONC-G,CONC,,,,H1,,,,,,33.93075,-116.9428611,2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,3/24/2008 0:00,,,,,,,FAA-EST IMAGERY,2/5/2016 0:00,OWNER,3/24/2008 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
5CA2,1,HELIPORT,01299.85*H,ORD MOUNTAIN,Western-Pacific,CA,SAN BERNARDINO,BARSTOW,34.67541667,-116.8153333,6120,E,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,14E,1985,,,,,,N,,Y,,,,,,01299.85*H,CA,H1,65,65,CONC,CONC,,,,H1,,,,,,34.67541667,-116.8153333,6120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,9/4/2016 0:00,OWNER,3/8/2005 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
9CA1,1,HELIPORT,01299.86*H,BARSTOW SERVICE CENTER,Western-Pacific,CA,SAN BERNARDINO,BARSTOW,34.87513889,-116.9959722,2240,E,ZLA,ZCL,LOS ANGELES,RAL,RIVERSIDE,N,14E,1985,,,,,,N,,N,,,,,,01299.86*H,CA,H1,20,20,ASPH,ASPH,,,,H1,,,,,,34.87513889,-116.9959722,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,8/10/2004 0:00,,,,,,,STATE,3/4/2016 0:00,OWNER,8/10/2004 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
