,Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,DD_Latitudes,DD_Longitudes,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role
119,18536.*A,AIRPORT,SGH,3/24/2022,AGL,DET,OH,OHIO,CLARK,OH,SPRINGFIELD,SPRINGFIELD/BECKLEY MUNI,PU,PU,CITY OF SPRINGFIELD,76 E HIGH ST,"SPRINGFIELD, OH 45502-1214",937-325-6108,SETH TIMMERMAN,1251 W BLEE RD STE 5,"SPRINGFIELD, OH 45502-8729",937-325-6108,39.84027778,-83.84016667,039-50-25.0000N,143425.0000N,083-50-24.6000W,0301824.6000W,E,1051.3,S,04W,1985,1049,CINCINNATI,5,S,1516,ZID,ZCI,INDIANAPOLIS,ZID,ZCI,INDIANAPOLIS,N,DAY,DAYTON,,1-800-WX-BRIEF,,,,SGH,Y,11/1/1947,O,,NGY3,NO OBJECTION,N,N,N,Y,F,S,10/3/2019,,100LL A A+,MAJOR,MAJOR,LOW,HIGH,SEE RMK,SS-SR,N,122.95,122.95,Y,CG,N,,21,7,3,1,0,0,0,,,200,6600,19800,20,10/3/2019,3RD PARTY SURVEY,9/7/2016,3RD PARTY SURVEY,9/7/2016,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KSGH,,Regional
120,18771.*A,AIRPORT,ADH,3/24/2022,ASW,AOK,OK,OKLAHOMA,PONTOTOC,OK,ADA,ADA RGNL,PU,PU,CITY OF ADA,"231 S TOWNSEND, 512 N. STOCKTON","ADA, OK 74820",580-436-6300,DAVID SAINT,"300 RAY STOUT BLVD, SUITE A","ADA, OK 74820",580-272-3231,34.80426197,-96.67119975,034-48-15.3400N,125295.3431N,096-40-16.3200W,0348016.3191W,E,1015.9,S,03E,2020,,DALLAS-FT WORTH,2,N,770,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,MLC,MC ALESTER,,1-800-WX-BRIEF,,,,ADH,Y,1/1/1943,O,,NGY3,NO OBJECTION,N,N,N,Y,S,S,10/1/2020,,100LL A,MAJOR,MAJOR,,HIGH/LOW,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,Y,,34,5,4,,,,,,,,4100,8200,100,10/1/2020,FAA-EST,6/23/2010,3RD PARTY SURVEY,3/6/1996,,"HGR,TIE","RNTL,SURV",Y-L,KADH,,Regional
121,18845.91*A,AIRPORT,86F,3/24/2022,ASW,AOK,OK,OKLAHOMA,CADDO,OK,CARNEGIE,CARNEGIE MUNI,PU,PU,CITY OF CARNEGIE,"PO BOX 1075, 11 E MAIN","CARNEGIE, OK 73015",580-654-1004,ROBERT PETTIT,30150 COUNTY STREET 2475,"CARNEGIE, OK 73015",(580) 574-3140,35.12372222,-98.57525,035-07-25.4000N,126445.4000N,098-34-30.9000W,0354870.9000W,E,1354,E,07E,1985,,DALLAS-FT WORTH,2,NE,84,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,MLC,MC ALESTER,,1-800-WX-BRIEF,,,,MLC,Y,12/1/1972,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,6/4/2020,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,N,CG,N,,6,1,0,2,0,0,0,,,,400,600,,6/4/2020,FAA-EST,2/14/2013,,,,TIE,AGRI,Y,,,Basic
122,18964.1*A,AIRPORT,6K4,3/24/2022,ASW,AOK,OK,OKLAHOMA,MAJOR,OK,FAIRVIEW,FAIRVIEW MUNI,PU,PU,CITY OF FAIRVIEW,CITY HALL 203 E. CENTRAL,"FAIRVIEW, OK 73737",580-227-4416,JUNIOR REGIER,224 E. OKLAHOMA AVENUE,"FAIRVIEW, OK 73737",580-227-3788,36.29119444,-98.47580556,036-17-28.3000N,130648.3000N,098-28-32.9000W,0354512.9000W,E,1273.8,S,04E,2020,,WICHITA,1,N,81,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,MLC,MC ALESTER,,1-800-WX-BRIEF,,,,MLC,Y,3/1/1948,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,8/24/2018,,100LL A,MINOR,MINOR,NONE,NONE,SS-SR,SS-SR,N,122.8,122.8,Y,CG,N,,14,1,0,0,0,0,0,,,,3000,2400,,8/24/2018,3RD PARTY SURVEY,11/2/2017,3RD PARTY SURVEY,11/2/2017,,TIE,AGRI,Y-L,,,Local
123,19289.2*A,AIRPORT,H04,3/24/2022,ASW,AOK,OK,OKLAHOMA,CRAIG,OK,VINITA,VINITA MUNI,PU,PU,CITY OF VINITA,"104 E. ILLINOIS, PO BOX 329","VINITA, OK 74301",918-256-6468,ALLEN GOFORTH,"747 E. AIRPORT ROAD, 104 E. ILLINOIS","VINITA, OK 74301",918-244-2704,36.61461628,-95.15169478,036-36-52.6200N,131812.6186N,095-09-06.1000W,0342546.1012W,E,695.2,E,05E,1985,,KANSAS CITY,2,SE,112,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,MLC,MC ALESTER,,1-800-WX-BRIEF,,,,MLC,Y,1/1/1965,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2/20/2020,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,30,3,0,0,1,0,0,,,,5250,5250,,2/20/2020,FAA,1/28/2013,FAA,1/28/2013,,TIE,AGRI,Y-L,,,Local
124,19304.1*A,AIRPORT,1K5,3/24/2022,ASW,AOK,OK,OKLAHOMA,WOODS,OK,WAYNOKA,WAYNOKA MUNI,PU,PU,CITY OF WAYNOKA,1759 CECIL ST,"WAYNOKA, OK 73860",580-824-2261,SUE HUGHES,2367 WAYNOKA ST,"WAYNOKA, OK 73860",(720) 256-3442,36.5713,-98.85466389,036-34-16.6800N,131656.6800N,098-51-16.7900W,0355876.7900W,E,1544.4,E,08E,1985,,WICHITA,1,SE,80,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,MLC,MC ALESTER,,1-800-WX-BRIEF,,,,MLC,Y,,O,,NY1,NO OBJECTION,N,N,N,Y,S,S,11/25/2019,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,N,CG,N,,2,0,0,0,0,0,0,,,,400,1500,,11/25/2019,ADO,7/16/2012,ADO,7/16/2012,,"HGR,TIE",,Y-L,,,Unclassified
125,19137.*A,AIRPORT,PWA,3/24/2022,ASW,AOK,OK,OKLAHOMA,OKLAHOMA,OK,OKLAHOMA CITY,WILEY POST,PU,PU,CITY OF OKLAHOMA CITY,"7100 TERMINAL DR., BOX 937","OKLAHOMA CITY, OK 73159",(405) 316-3200,KRISTY SLATER,5915 PHILIP J RHOADS RM 104,"BETHANY, OK 73008",405-316-4061,35.53416389,-97.64705278,035-32-02.9900N,127922.9900N,097-38-49.3900W,0351529.3900W,E,1299.6,S,05E,2010,,DALLAS-FT WORTH,7,NW,1143,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,MLC,MC ALESTER,,1-800-WX-BRIEF,,,,PWA,Y,2/1/1943,O,,NGY3,NOT ANALYZED,N,N,N,Y,S,S,7/7/2021,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,126.9,Y,CG,N,,194,42,83,15,0,0,0,2,,3320,13524,34633,3814,7/7/2021,NGS,4/8/2008,NGS,4/8/2008,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KPWA,,National
126,19136.*A,AIRPORT,OKC,3/24/2022,ASW,AOK,OK,OKLAHOMA,OKLAHOMA,OK,OKLAHOMA CITY,WILL ROGERS WORLD,PU,PU,OKLAHOMA CITY AIRPORT TRUST,7100 TERMINAL DR; BOX 937,"OKLAHOMA CITY, OK 73159-0937",405-316-3200,SCOTT KEITH,7100 TERMINAL DR; BOX 937,"OKLAHOMA CITY, OK 73159-0937",405-316-3200,35.39307403,-97.60076172,035-23-35.0700N,127415.0665N,097-36-02.7400W,0351362.7422W,E,1295.8,S,04E,2020,,DALLAS-FT WORTH,6,SW,8081,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,MLC,MC ALESTER,,1-800-WX-BRIEF,,,,OKC,Y,12/1/1938,O,I C S 05/1973,NGPRY,NOT ANALYZED,N,Y,N,Y,F,F,6/9/2021,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SS-SR,SS-SR,Y,,,N,CG,N,,3,1,23,9,0,7,0,32115,,7036,595,13160,34830,4/30/2021,FAA-EST,7/21/2011,3RD PARTY SURVEY,3/8/2006,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KOKC,Medium,
127,19481.*A,AIRPORT,LMT,3/24/2022,ANM,SEA,OR,OREGON,KLAMATH,OR,KLAMATH FALLS,CRATER LAKE/KLAMATH RGNL,PU,PU,CITY OF KLAMATH FALLS,CITY HALL PO BOX 237,"KLAMATH FALLS, OR 97601",541-883-5316,JOHN BARSALOU,6775 ARNOLD AVENUE,"KLAMATH FALLS, OR 97603",(541) 883-5373,42.15614389,-121.7332047,042-09-22.1200N,151762.1180N,121-43-59.5400W,0438239.5370W,E,4095.4,S,17E,1990,,KLAMATH FALLS,4,SE,1251,ZSE,ZCS,SEATTLE,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,LMT,Y,11/1/1937,O,IV A U 05/1973,NGPSY,NO OBJECTION,N,N,N,Y,F,F,8/21/2019,,100LL A,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,122.95,133.975,Y,CG,Y,,63,10,11,2,0,32,0,0,,3491,11464,10217,17459,12/31/2018,3RD PARTY SURVEY,12/14/2018,3RD PARTY SURVEY,12/14/2018,,"HGR,TIE","AFRT,AGRI,CARGO,CHTR,INSTR",Y-L,KLMT,,Regional
128,19572.6*A,AIRPORT,42OR,3/24/2022,ANM,SEA,OR,OREGON,CROOK,OR,POST,SHOTGUN RANCH AIRSTRIP,PR,PR,WAYNE PERRY,11245 SE  6TH ST STE 240,"BELLEVUE, WA 98004",(425) 519-3988,WAYNE PERRY,11245 SE  6TH ST STE 240,"BELLEVUE, WA 98004",(425) 519-3988,44.13416667,-120.3230556,044-08-03.0000N,158883.0000N,120-19-23.0000W,0433163.0000W,E,3430,E,,,,SEATTLE,8,E,,ZSE,ZCS,SEATTLE,ZSE,ZCS,SEATTLE,,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,,,11/1/2005,O,,,NO OBJECTION,,,,,2,N,,7/7/2020,,,,,,,,N,,,,,,,1,,,,,,,,,,,,,,NACO,4/4/2006,NACO,4/4/2006,,,,,,,
129,21614.*A,AIRPORT,74N,3/24/2022,AEA,HAR,PA,PENNSYLVANIA,DAUPHIN,PA,TOWER CITY,BENDIGO,PR,PU,GENE BENDIGO & HELEN BENDIGO TRUST,11079 CLARKS VALLEY RD,"TOWER CITY, PA 17980",610-413-7428,PAUL BENDIGO,250 DICKINSON DR.,"READING, PA 17605",610-413-7428,40.55899583,-76.5597125,040-33-32.3800N,146012.3850N,076-33-34.9700W,0275614.9650W,E,790.6,E,11W,2010,,NEW YORK,2,S,41,ZNY,ZCN,NEW YORK,ZNY,ZCN,NEW YORK,N,IPT,WILLIAMSPORT,,1-800-WX-BRIEF,,,,IPT,Y,12/1/1949,O,,,NOT ANALYZED,,,,,S,S,3/17/2021,6/13/1983,,,,NONE,NONE,SEE RMK,,N,,122.9,N,CG,N,,21,,,1,,,1,,,30,1900,700,450,3/17/2021,FAA,6/25/2008,FAA,6/25/2008,,TIE,,Y-L,,,
130,20228.81*A,AIRPORT,0P8,3/24/2022,AEA,HAR,PA,PENNSYLVANIA,YORK,PA,DOVER,LAZY B RANCH,PR,PU,IRVIN L. BAUGHMAN,3883 BULL ROAD,"DOVER, PA 17315",717-332-9233,IRVIN L. BAUGHMAN,3883 BULL ROAD,"DOVER, PA 17315",717-332-9233,40.02442361,-76.8153,040-01-27.9200N,144087.9250N,076-48-55.0800W,0276535.0800W,E,476,E,10W,1985,,NEW YORK,3,E,24,ZNY,ZCN,NEW YORK,ZNY,ZCN,NEW YORK,,IPT,WILLIAMSPORT,,1-800-WX-BRIEF,,,,IPT,Y,4/1/1983,O,,,NO OBJECTION,,,,,2,S,10/9/2020,6/20/1994,,,,,,SEE RMK,,N,,122.9,Y,,N,,21,,,,,,9,,,,750,150,,10/9/2020,,,,,,BUOY,,Y,,,
131,21252.*A,AIRPORT,PIT,3/24/2022,AEA,HAR,PA,PENNSYLVANIA,ALLEGHENY,PA,PITTSBURGH,PITTSBURGH INTL,PU,PU,ALLEGHENY CO ARPT AUTHORITY,"PO BOX 12370, SUITE. 4000","PITTSBURGH, PA 15231-0370",412-472-3500,CHRISTINA A. CASSOTIS,"PO BOX 12370,  SUITE 4000","PITTSBURGH, PA 15231-0370",(412) 472-3509,40.49141667,-80.23269444,040-29-29.1000N,145769.1000N,080-13-57.7000W,0288837.7000W,E,1202.9,S,09W,2020,,DETROIT,12,NW,10000,ZOB,ZCC,CLEVELAND,ZOB,ZCC,CLEVELAND,N,AOO,ALTOONA,,1-800-WX-BRIEF,,,,PIT,Y,3/1/1944,O,I D S 05/1973,NGHY3,NOT ANALYZED,N,Y,N,Y,F,F,3/29/2021,,100LL A,MINOR,MINOR,NONE,NONE,,SS-SR,Y,122.95,,N,CG,Y,,0,0,48,,,24,,71639,,25261,40,5147,5705,9/30/2020,3RD PARTY SURVEY,7/25/2011,3RD PARTY SURVEY,7/25/2011,,"HGR,TIE","AFRT,CARGO",Y-L,KPIT,Medium,
132,53020.*A,AIRPORT,RVR,3/24/2022,ASO,ATL,PR,PUERTO RICO,#NAME?,PR,CEIBA,JOSE APONTE DE LA TORRE,PU,PU,PUERTO RICO PORTS AUTHORITY,P. O. BOX 362829,"SAN JUAN, PR",(787) 729-8715,SIGFREDO RIVERA MELENDEZ,P. O. BOX 1303,"CEIBA, PR 00735-1303",(787) 534-4105,18.24511111,-65.64342361,018-14-42.4000N,065682.4000N,065-38-36.3200W,0236316.3250W,E,38.1,,12W,2008,,PUERTO RICO-VIRGIN ISLANDS,2,,1646,ZSU,ZSU,SAN JUAN,ZSU,ZSU,SAN JUAN,,SJU,SAN JUAN,,1-800-WX-BRIEF,,,,SJU,Y,10/1/2008,O,,NG,,,Y,,,F,C,4/21/2017,10/10/2008,100LL A,MAJOR,MAJOR,NONE,LOW,SS-SR,SS-SR,N,,122.7,,CG,,,14,5,1,,,,,,,11100,820,620,12,12/31/2016,STATE,10/10/2008,STATE,10/10/2008,,TIE,CHTR,Y-L,TJRV,Non-Hub,
133,53004.*A,AIRPORT,BQN,3/24/2022,ASO,ATL,PR,PUERTO RICO,#NAME?,PR,AGUADILLA,RAFAEL HERNANDEZ,PU,PU,PUERTO RICO PORTS AUTH,PO BOX 250466,"AGUADILLA, PR 00604-0466",787-891-2286,JOSE RIOLLANO,BOX 250466,"AGUADILLA, PR 00604-0466",(787) 840-3151,18.49486111,-67.12944444,018-29-41.5000N,066581.5000N,067-07-46.0000W,0241666.0000W,E,237.2,S,10W,1985,,PUERTO RICO-VIRGIN ISLANDS,3,NE,1600,ZSU,ZSU,SAN JUAN,ZSU,ZSU,SAN JUAN,N,SJU,SAN JUAN,,1-800-WX-BRIEF,,,,TJBQ,Y,,O,I B S 07/2005,NGPY,,N,N,,,F,F,3/11/2019,,100 A1,MAJOR,NONE,NONE,NONE,SS-SR,SS-SR,Y,,124.95,Y,CG,Y,,10,17,2,8,,0,0,4166,,2913,13105,10536,10047,12/31/2019,NGS,,,,,"HGR,TIE","CARGO,CHTR,INSTR",Y-L,TJBQ,Non-Hub,
134,22209.*A,AIRPORT,CAE,3/24/2022,ASO,ATL,SC,SOUTH CAROLINA,LEXINGTON,SC,COLUMBIA,COLUMBIA METRO,PU,PU,RICHLAND LEXINGTON,"3250 AIRPORT BLVD, SUITE 10","WEST COLUMBIA, SC 29170",803-822-5050,MICHAEL GULA,"3250 AIRPORT BLVD, SUITE 10","WEST COLUMBIA, SC 29170",(803) 822-5017,33.93883778,-81.11953611,033-56-19.8200N,122179.8160N,081-07-10.3300W,0292030.3300W,E,236,S,07W,2020,,CHARLOTTE,5,SW,2600,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,AND,ANDERSON,,1-800-WX-BRIEF,,,,CAE,Y,6/1/1942,O,I B S 05/1973,NGPY3,NOT ANALYZED,N,Y,N,Y,F,F,4/14/2021,,100LL A,MAJOR,MAJOR,HIGH,HIGH,SS-SR,SS-SR,Y,122.95,,N,CG,N,,44,13,14,5,5,,,12382,,11870,3297,14341,5650,12/31/2020,3RD PARTY SURVEY,5/16/2012,3RD PARTY SURVEY,5/16/2012,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KCAE,Small,
135,22316.1*A,AIRPORT,GSP,3/24/2022,ASO,ATL,SC,SOUTH CAROLINA,GREENVILLE,SC,GREER,GREENVILLE SPARTANBURG INTL,PU,PU,GREENVILLE-SPARTANBURG ACMSN,"2000 GSP DRIVE, SUITE 1","GREER, SC 29651-9202",864-877-7426,"DAVID EDWARDS, JR.","2000 GSP DRIVE, SUITE 1","GREER, SC 29651-9202",(864) 848-6272,34.89567111,-82.21885944,034-53-44.4200N,125624.4160N,082-13-07.8900W,0295987.8940W,E,963.6,S,06W,2010,,ATLANTA,3,S,3500,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,,AND,ANDERSON,,1-800-WX-BRIEF,,,,GSP,Y,11/1/1962,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,12/8/2021,,100LL A,MAJOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,120.1,Y,CG,N,,4,9,14,1,0,0,0,25235,,7573,595,9698,3184,10/31/2021,3RD PARTY SURVEY,6/5/2017,3RD PARTY SURVEY,6/5/2017,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KGSP,Small,
136,22557.*A,AIRPORT,RBW,3/24/2022,ASO,ATL,SC,SOUTH CAROLINA,COLLETON,SC,WALTERBORO,LOWCOUNTRY RGNL,PU,PU,CITY OF WALTERBORO AND COLLETON CO.,BOX 8,"WALTERBORO, SC 29488",843-549-2545,TOMMY ROWE,P.O. BOX 1234,"WALTERBORO, SC 29488",843-893-7346,32.921,-80.64061111,032-55-15.6000N,118515.6000N,080-38-26.2000W,0290306.2000W,E,100.9,S,05W,1990,,CHARLOTTE,2,NE,1400,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,AND,ANDERSON,,1-800-WX-BRIEF,,,,AND,Y,10/1/1937,O,,NGRY3,NOT ANALYZED,N,N,N,Y,S,S,11/24/2020,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,22,4,0,0,0,0,0,,,1160,4218,6622,620,11/24/2020,3RD PARTY SURVEY,6/29/2009,3RD PARTY SURVEY,6/29/2009,,"HGR,TIE","INSTR,PAJA",Y-L,KRBW,,Local
137,22727.1*A,AIRPORT,MDS,3/24/2022,AGL,DMA,SD,SOUTH DAKOTA,LAKE,SD,MADISON,MADISON MUNI,PU,PU,CITY OF MADISON,PO BOX 308,"MADISON, SD 57042",605-256-7500,MORRIS RIGGIN,PO BOX 231,"MADISON, SD 57042",605-256-9774,44.01641667,-97.08561111,044-00-59.1000N,158459.1000N,097-05-08.2000W,0349508.2000W,E,1718.4,S,04E,2010,,OMAHA,1,NE,375,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,HON,HURON,,1-800-WX-BRIEF,,,,HON,Y,1/1/1965,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,6/23/2021,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,50,4,0,2,2,0,0,,,60,34500,3335,,6/23/2021,3RD PARTY SURVEY,8/3/2011,3RD PARTY SURVEY,8/3/2011,,"HGR,TIE","AGRI,INSTR",Y-L,KMDS,,Local
138,22778.*A,AIRPORT,1D8,3/24/2022,AGL,DMA,SD,SOUTH DAKOTA,SPINK,SD,REDFIELD,REDFIELD MUNI,PU,PU,CITY OF REDFIELD,626 N. MAIN STREET,"REDFIELD, SD 57469",605-472-4550,ADAM HANSEN,"626 N. MAIN STREET, 626 N. MAIN ST","REDFIELD, SD 57469",605-472-4550,44.85656667,-98.53122778,044-51-23.6400N,161483.6400N,098-31-52.4200W,0354712.4200W,E,1308.5,S,07E,1985,,TWIN CITIES,1,SW,180,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,HON,HURON,,1-800-WX-BRIEF,,,,HON,Y,11/1/1945,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,5/18/2021,,100LL,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,11,0,0,0,0,0,0,,,,4600,575,,5/18/2021,,,,,,TIE,"AGRI,AMB",Y-L,,,Basic
139,22997.*A,AIRPORT,M31,3/24/2022,ASO,MEM,TN,TENNESSEE,LAUDERDALE,TN,HALLS,ARNOLD FLD,PU,PU,TOWN OF HALLS,208 NORTH CHURCH STREET,"HALLS, TN 38040",731-836-9653,FRED TAYLOR,100 AIRPORT ROAD,"HALLS, TN 38040",731-676-3690,35.90340694,-89.39729444,035-54-12.2600N,129252.2650N,089-23-50.2600W,0321830.2600W,E,292,E,02E,1985,,MEMPHIS,2,NW,29,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,MKL,JACKSON,,1-800-WX-BRIEF,,,,MKL,Y,12/1/1979,O,,,CONDITIONAL,,,,,S,S,9/5/2019,,100LL,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,13,,,,,,0,,,,5225,3800,475,8/31/2019,,,,,,TIE,AGRI,Y,,,
140,23103.02*A,AIRPORT,NQA,3/24/2022,ASO,MEM,TN,TENNESSEE,SHELBY,TN,MILLINGTON,MILLINGTON/MEMPHIS,PU,PU,MILLINGTON ARPT AUTH,8182 HORNET AVE,"MILLINGTON, TN 38053",901-872-7495,MR. ROY REMINGTON,8182 HORNET AVE,"MILLINGTON, TN 38053",901-872-7495,35.35663917,-89.87043028,035-21-23.9000N,127283.9010N,089-52-13.5500W,0323533.5490W,E,322.4,S,00E,2000,,MEMPHIS,1,NE,400,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,MKL,JACKSON,,1-800-WX-BRIEF,,,,NQA,Y,12/1/1974,O,IV A U 12/1995,N,NO OBJECTION,,,N,Y,S,F,8/25/2021,11/10/1994,100LL A+,MAJOR,MAJOR,LOW,,SEE RMK,SS-SR,Y,122.95,120.25,Y,CG,,,58,10,1,2,,,,12,,471,10704,16352,5964,7/31/2021,3RD PARTY SURVEY,11/30/2020,3RD PARTY SURVEY,11/30/2020,,"HGR,TIE",AVNCS,Y-L,KNQA,,Regional
141,23233.*A,AIRPORT,THA,3/24/2022,ASO,MEM,TN,TENNESSEE,COFFEE,TN,TULLAHOMA,TULLAHOMA RGNL/WM NORTHERN FLD,PU,PU,CITY OF TULLAHOMA,BOX 1584,"TULLAHOMA, TN 37388",,JON GLASS,P.O. BOX 1584,"TULLAHOMA, TN 37388",931-455-3884,35.38012528,-86.24677833,035-22-48.4500N,127368.4510N,086-14-48.4000W,0310488.4020W,E,1084,S,03W,2005,,ATLANTA,2,NW,594,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,BNA,NASHVILLE,,1-800-WX-BRIEF,,,,BNA,Y,10/1/1942,O,,N,NOT ANALYZED,N,N,N,Y,S,S,6/4/2019,,100 A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123,123,Y,CG,N,,84,20,3,5,2,0,0,,,900,20400,4000,1200,12/31/2019,OWNER,11/26/2020,AIP,11/26/2020,,"HGR,TIE","AMB,AVNCS,CHTR,GLD,INSTR,PAJA,RNTL,TOW",Y,KTHA,,Regional
142,24925.01*A,AIRPORT,43TS,3/24/2022,ASW,TEX,TX,TEXAS,MC MULLEN,TX,TILDEN,AERO SAYLEE,PR,PR,"AERO SAYLEE, LLC",1702 HWY 72W,"TILDEN, TX 78072",(830) 570-0000,MARK RAMERT,P.O. BOX 542,"TILDEN, TX 78072",(210) 749-4966,28.47428611,-98.58381944,028-28-27.4300N,102507.4300N,098-35-01.7500W,0354901.7500W,E,269,S,,,,SAN ANTONIO,2,NW,,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,,,2/1/2015,O,,,NO OBJECTION,,,,,,N,,10/22/2018,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,ADO,7/21/2021,ADO,7/21/2021,,,,,,,
143,23658.*A,AIRPORT,NGW,3/24/2022,ASW,TEX,TX,TEXAS,NUECES,TX,CORPUS CHRISTI,CABANISS FLD NOLF,MN,PR,US NAVY,OCEANOGRAPHIC OFC - CODE 3142,"WASHINGTON, DC 20373",,,,,,27.70241958,-97.43881972,027-42-08.7100N,099728.7105N,097-26-19.7500W,0350779.7510W,E,31.7,E,05E,2010,,BROWNSVILLE,3,SW,,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,SJT,Y,7/1/1943,O,,,,,,,N,,N,,12/4/1975,,,,NONE,NONE,SEE RMK,,Y,,,N,,,,,,,,,,,,,,,,,,FAA-EST,11/5/2009,MILITARY,10/30/2009,,,,,KNGW,,
